instant,dteday,season,year,month,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,month_name,last_purchase_date,recency
482,2012-04-26,Musim Panas,2012,4,0,Kamis,1,Mendung,0.498333,0.483583,75.66669999999999,0.176625,475,4551,5026,weekdays,Lembab,April,2012-04-26,249
483,2012-04-27,Musim Panas,2012,4,0,Jumat,1,Cerah,0.4575,0.452637,40.0833,0.347633,1014,5219,6233,weekdays,Kering,April,2012-04-27,248
484,2012-04-28,Musim Panas,2012,4,0,Sabtu,0,Mendung,0.376667,0.377504,48.9583,0.129975,1120,3100,4220,weekend,Ideal,April,2012-04-28,247
485,2012-04-29,Musim Panas,2012,4,0,Minggu,0,Cerah,0.458333,0.450121,58.7083,0.116908,2229,4075,6304,weekend,Ideal,April,2012-04-29,246
486,2012-04-30,Musim Panas,2012,4,0,Senin,1,Mendung,0.464167,0.457696,56.99999999999999,0.171638,665,4907,5572,weekdays,Ideal,April,2012-04-30,245
487,2012-05-01,Musim Panas,2012,5,0,Selasa,1,Mendung,0.613333,0.577021,65.95830000000001,0.156096,653,5087,5740,weekdays,Lembab,Mei,2012-05-01,244
488,2012-05-02,Musim Panas,2012,5,0,Rabu,1,Cerah,0.564167,0.537896,79.7083,0.138058,667,5502,6169,weekdays,Lembab,Mei,2012-05-02,243
489,2012-05-03,Musim Panas,2012,5,0,Kamis,1,Mendung,0.56,0.537242,76.83330000000001,0.133696,764,5657,6421,weekdays,Lembab,Mei,2012-05-03,242
490,2012-05-04,Musim Panas,2012,5,0,Jumat,1,Cerah,0.6275,0.590917,73.54169999999999,0.162938,1069,5227,6296,weekdays,Lembab,Mei,2012-05-04,241
491,2012-05-05,Musim Panas,2012,5,0,Sabtu,0,Mendung,0.621667,0.584608,75.66669999999999,0.152992,2496,4387,6883,weekend,Lembab,Mei,2012-05-05,240
492,2012-05-06,Musim Panas,2012,5,0,Minggu,0,Mendung,0.5625,0.546737,74.0,0.149879,2135,4224,6359,weekend,Lembab,Mei,2012-05-06,239
493,2012-05-07,Musim Panas,2012,5,0,Senin,1,Mendung,0.5375,0.527142,66.41669999999999,0.230721,1008,5265,6273,weekdays,Lembab,Mei,2012-05-07,238
494,2012-05-08,Musim Panas,2012,5,0,Selasa,1,Mendung,0.581667,0.557471,68.58330000000001,0.296029,738,4990,5728,weekdays,Lembab,Mei,2012-05-08,237
495,2012-05-09,Musim Panas,2012,5,0,Rabu,1,Mendung,0.575,0.553025,74.4167,0.216412,620,4097,4717,weekdays,Lembab,Mei,2012-05-09,236
496,2012-05-10,Musim Panas,2012,5,0,Kamis,1,Cerah,0.505833,0.491783,55.2083,0.314063,1026,5546,6572,weekdays,Ideal,Mei,2012-05-10,235
497,2012-05-11,Musim Panas,2012,5,0,Jumat,1,Cerah,0.533333,0.520833,36.0417,0.236937,1319,5711,7030,weekdays,Kering,Mei,2012-05-11,234
498,2012-05-12,Musim Panas,2012,5,0,Sabtu,0,Cerah,0.564167,0.544817,48.0417,0.123133,2622,4807,7429,weekend,Ideal,Mei,2012-05-12,233
499,2012-05-13,Musim Panas,2012,5,0,Minggu,0,Cerah,0.6125,0.585238,57.62500000000001,0.225117,2172,3946,6118,weekend,Ideal,Mei,2012-05-13,232
500,2012-05-14,Musim Panas,2012,5,0,Senin,1,Mendung,0.573333,0.5499,78.95830000000001,0.212692,342,2501,2843,weekdays,Lembab,Mei,2012-05-14,231
501,2012-05-15,Musim Panas,2012,5,0,Selasa,1,Mendung,0.611667,0.576404,79.45830000000001,0.147392,625,4490,5115,weekdays,Lembab,Mei,2012-05-15,230
502,2012-05-16,Musim Panas,2012,5,0,Rabu,1,Cerah,0.636667,0.595975,69.7917,0.122512,991,6433,7424,weekdays,Lembab,Mei,2012-05-16,229
503,2012-05-17,Musim Panas,2012,5,0,Kamis,1,Cerah,0.593333,0.572613,52.0,0.229475,1242,6142,7384,weekdays,Ideal,Mei,2012-05-17,228
504,2012-05-18,Musim Panas,2012,5,0,Jumat,1,Cerah,0.564167,0.551121,52.33330000000001,0.136817,1521,6118,7639,weekdays,Ideal,Mei,2012-05-18,227
505,2012-05-19,Musim Panas,2012,5,0,Sabtu,0,Cerah,0.6,0.566908,45.625,0.083975,3410,4884,8294,weekend,Ideal,Mei,2012-05-19,226
506,2012-05-20,Musim Panas,2012,5,0,Minggu,0,Cerah,0.620833,0.583967,53.041700000000006,0.254367,2704,4425,7129,weekend,Ideal,Mei,2012-05-20,225
507,2012-05-21,Musim Panas,2012,5,0,Senin,1,Mendung,0.598333,0.565667,81.125,0.233204,630,3729,4359,weekdays,Lembab,Mei,2012-05-21,224
508,2012-05-22,Musim Panas,2012,5,0,Selasa,1,Mendung,0.615,0.580825,76.5833,0.118167,819,5254,6073,weekdays,Lembab,Mei,2012-05-22,223
509,2012-05-23,Musim Panas,2012,5,0,Rabu,1,Mendung,0.621667,0.584612,77.45830000000001,0.102,766,4494,5260,weekdays,Lembab,Mei,2012-05-23,222
510,2012-05-24,Musim Panas,2012,5,0,Kamis,1,Cerah,0.655,0.6067,71.6667,0.172896,1059,5711,6770,weekdays,Lembab,Mei,2012-05-24,221
511,2012-05-25,Musim Panas,2012,5,0,Jumat,1,Cerah,0.68,0.627529,74.70830000000001,0.14055,1417,5317,6734,weekdays,Lembab,Mei,2012-05-25,220
512,2012-05-26,Musim Panas,2012,5,0,Sabtu,0,Cerah,0.6925,0.642696,73.25,0.198992,2855,3681,6536,weekend,Lembab,Mei,2012-05-26,219
513,2012-05-27,Musim Panas,2012,5,0,Minggu,0,Cerah,0.69,0.641425,69.7083,0.215171,3283,3308,6591,weekend,Lembab,Mei,2012-05-27,218
514,2012-05-28,Musim Panas,2012,5,1,Senin,0,Cerah,0.7125,0.6793,67.625,0.196521,2557,3486,6043,weekdays,Lembab,Mei,2012-05-28,217
515,2012-05-29,Musim Panas,2012,5,0,Selasa,1,Cerah,0.7225,0.672992,68.45830000000001,0.2954,880,4863,5743,weekdays,Lembab,Mei,2012-05-29,216
516,2012-05-30,Musim Panas,2012,5,0,Rabu,1,Mendung,0.656667,0.611129,67.0,0.134329,745,6110,6855,weekdays,Lembab,Mei,2012-05-30,215
517,2012-05-31,Musim Panas,2012,5,0,Kamis,1,Cerah,0.68,0.631329,49.2917,0.195279,1100,6238,7338,weekdays,Ideal,Mei,2012-05-31,214
518,2012-06-01,Musim Panas,2012,6,0,Jumat,1,Mendung,0.654167,0.607962,75.5417,0.237563,533,3594,4127,weekdays,Lembab,Juni,2012-06-01,213
519,2012-06-02,Musim Panas,2012,6,0,Sabtu,0,Cerah,0.583333,0.566288,54.9167,0.186562,2795,5325,8120,weekend,Ideal,Juni,2012-06-02,212
520,2012-06-03,Musim Panas,2012,6,0,Minggu,0,Cerah,0.6025,0.575133,49.3333,0.184087,2494,5147,7641,weekend,Ideal,Juni,2012-06-03,211
521,2012-06-04,Musim Panas,2012,6,0,Senin,1,Cerah,0.5975,0.578283,48.7083,0.284833,1071,5927,6998,weekdays,Ideal,Juni,2012-06-04,210
522,2012-06-05,Musim Panas,2012,6,0,Selasa,1,Mendung,0.540833,0.525892,61.3333,0.209575,968,6033,7001,weekdays,Ideal,Juni,2012-06-05,209
523,2012-06-06,Musim Panas,2012,6,0,Rabu,1,Cerah,0.554167,0.542292,61.12499999999999,0.077125,1027,6028,7055,weekdays,Ideal,Juni,2012-06-06,208
524,2012-06-07,Musim Panas,2012,6,0,Kamis,1,Cerah,0.6025,0.569442,56.7083,0.15735,1038,6456,7494,weekdays,Ideal,Juni,2012-06-07,207
525,2012-06-08,Musim Panas,2012,6,0,Jumat,1,Cerah,0.649167,0.597862,46.791700000000006,0.175383,1488,6248,7736,weekdays,Ideal,Juni,2012-06-08,206
526,2012-06-09,Musim Panas,2012,6,0,Sabtu,0,Cerah,0.710833,0.648367,43.7083,0.144287,2708,4790,7498,weekend,Kering,Juni,2012-06-09,205
527,2012-06-10,Musim Panas,2012,6,0,Minggu,0,Cerah,0.726667,0.663517,53.833299999999994,0.133721,2224,4374,6598,weekend,Ideal,Juni,2012-06-10,204
528,2012-06-11,Musim Panas,2012,6,0,Senin,1,Mendung,0.720833,0.659721,58.791700000000006,0.207713,1017,5647,6664,weekdays,Ideal,Juni,2012-06-11,203
529,2012-06-12,Musim Panas,2012,6,0,Selasa,1,Mendung,0.653333,0.597875,83.3333,0.214546,477,4495,4972,weekdays,Lembab,Juni,2012-06-12,202
530,2012-06-13,Musim Panas,2012,6,0,Rabu,1,Cerah,0.655833,0.611117,58.2083,0.343279,1173,6248,7421,weekdays,Ideal,Juni,2012-06-13,201
531,2012-06-14,Musim Panas,2012,6,0,Kamis,1,Cerah,0.648333,0.624383,56.958299999999994,0.253733,1180,6183,7363,weekdays,Ideal,Juni,2012-06-14,200
532,2012-06-15,Musim Panas,2012,6,0,Jumat,1,Cerah,0.639167,0.599754,58.958299999999994,0.176617,1563,6102,7665,weekdays,Ideal,Juni,2012-06-15,199
533,2012-06-16,Musim Panas,2012,6,0,Sabtu,0,Cerah,0.631667,0.594708,50.416700000000006,0.166667,2963,4739,7702,weekend,Ideal,Juni,2012-06-16,198
534,2012-06-17,Musim Panas,2012,6,0,Minggu,0,Cerah,0.5925,0.571975,59.875,0.144904,2634,4344,6978,weekend,Ideal,Juni,2012-06-17,197
535,2012-06-18,Musim Panas,2012,6,0,Senin,1,Mendung,0.568333,0.544842,77.79169999999999,0.174746,653,4446,5099,weekdays,Lembab,Juni,2012-06-18,196
536,2012-06-19,Musim Panas,2012,6,0,Selasa,1,Cerah,0.688333,0.654692,69.0,0.148017,968,5857,6825,weekdays,Lembab,Juni,2012-06-19,195
537,2012-06-20,Musim Panas,2012,6,0,Rabu,1,Cerah,0.7825,0.720975,59.2083,0.113812,872,5339,6211,weekdays,Ideal,Juni,2012-06-20,194
538,2012-06-21,Musim Gugur,2012,6,0,Kamis,1,Cerah,0.805833,0.752542,56.7917,0.118787,778,5127,5905,weekdays,Ideal,Juni,2012-06-21,193
539,2012-06-22,Musim Gugur,2012,6,0,Jumat,1,Cerah,0.7775,0.724121,57.375,0.182842,964,4859,5823,weekdays,Ideal,Juni,2012-06-22,192
540,2012-06-23,Musim Gugur,2012,6,0,Sabtu,0,Cerah,0.731667,0.652792,53.4583,0.179721,2657,4801,7458,weekend,Ideal,Juni,2012-06-23,191
541,2012-06-24,Musim Gugur,2012,6,0,Minggu,0,Cerah,0.743333,0.674254,47.9167,0.145525,2551,4340,6891,weekend,Ideal,Juni,2012-06-24,190
542,2012-06-25,Musim Gugur,2012,6,0,Senin,1,Cerah,0.715833,0.654042,50.416700000000006,0.300383,1139,5640,6779,weekdays,Ideal,Juni,2012-06-25,189
543,2012-06-26,Musim Gugur,2012,6,0,Selasa,1,Cerah,0.630833,0.594704,37.3333,0.347642,1077,6365,7442,weekdays,Kering,Juni,2012-06-26,188
544,2012-06-27,Musim Gugur,2012,6,0,Rabu,1,Cerah,0.6975,0.640792,36.0,0.271775,1077,6258,7335,weekdays,Kering,Juni,2012-06-27,187
545,2012-06-28,Musim Gugur,2012,6,0,Kamis,1,Cerah,0.749167,0.675512,42.25,0.17165,921,5958,6879,weekdays,Kering,Juni,2012-06-28,186
546,2012-06-29,Musim Gugur,2012,6,0,Jumat,1,Cerah,0.834167,0.786613,48.875,0.165417,829,4634,5463,weekdays,Ideal,Juni,2012-06-29,185
547,2012-06-30,Musim Gugur,2012,6,0,Sabtu,0,Cerah,0.765,0.687508,60.12499999999999,0.161071,1455,4232,5687,weekend,Ideal,Juni,2012-06-30,184
548,2012-07-01,Musim Gugur,2012,7,0,Minggu,0,Cerah,0.815833,0.750629,51.87500000000001,0.168529,1421,4110,5531,weekend,Ideal,Juli,2012-07-01,183
549,2012-07-02,Musim Gugur,2012,7,0,Senin,1,Cerah,0.781667,0.702038,44.7083,0.195267,904,5323,6227,weekdays,Kering,Juli,2012-07-02,182
550,2012-07-03,Musim Gugur,2012,7,0,Selasa,1,Cerah,0.780833,0.70265,49.2083,0.126237,1052,5608,6660,weekdays,Ideal,Juli,2012-07-03,181
551,2012-07-04,Musim Gugur,2012,7,1,Rabu,0,Cerah,0.789167,0.732337,53.87499999999999,0.13495,2562,4841,7403,weekdays,Ideal,Juli,2012-07-04,180
552,2012-07-05,Musim Gugur,2012,7,0,Kamis,1,Cerah,0.8275,0.761367,45.7917,0.194029,1405,4836,6241,weekdays,Ideal,Juli,2012-07-05,179
553,2012-07-06,Musim Gugur,2012,7,0,Jumat,1,Cerah,0.828333,0.752533,45.0833,0.146142,1366,4841,6207,weekdays,Ideal,Juli,2012-07-06,178
554,2012-07-07,Musim Gugur,2012,7,0,Sabtu,0,Cerah,0.861667,0.804913,49.2083,0.163554,1448,3392,4840,weekend,Ideal,Juli,2012-07-07,177
555,2012-07-08,Musim Gugur,2012,7,0,Minggu,0,Cerah,0.8225,0.790396,57.375,0.125629,1203,3469,4672,weekend,Ideal,Juli,2012-07-08,176
556,2012-07-09,Musim Gugur,2012,7,0,Senin,1,Mendung,0.710833,0.654054,68.3333,0.180975,998,5571,6569,weekdays,Lembab,Juli,2012-07-09,175
557,2012-07-10,Musim Gugur,2012,7,0,Selasa,1,Mendung,0.720833,0.664796,66.75,0.151737,954,5336,6290,weekdays,Lembab,Juli,2012-07-10,174
558,2012-07-11,Musim Gugur,2012,7,0,Rabu,1,Cerah,0.716667,0.650271,63.3333,0.151733,975,6289,7264,weekdays,Ideal,Juli,2012-07-11,173
559,2012-07-12,Musim Gugur,2012,7,0,Kamis,1,Cerah,0.715833,0.654683,52.9583,0.146775,1032,6414,7446,weekdays,Ideal,Juli,2012-07-12,172
560,2012-07-13,Musim Gugur,2012,7,0,Jumat,1,Mendung,0.731667,0.667933,48.5833,0.08085,1511,5988,7499,weekdays,Ideal,Juli,2012-07-13,171
561,2012-07-14,Musim Gugur,2012,7,0,Sabtu,0,Mendung,0.703333,0.666042,69.91669999999999,0.143679,2355,4614,6969,weekend,Lembab,Juli,2012-07-14,170
562,2012-07-15,Musim Gugur,2012,7,0,Minggu,0,Cerah,0.745833,0.705196,71.7917,0.166667,1920,4111,6031,weekend,Lembab,Juli,2012-07-15,169
563,2012-07-16,Musim Gugur,2012,7,0,Senin,1,Cerah,0.763333,0.724125,64.5,0.164187,1088,5742,6830,weekdays,Ideal,Juli,2012-07-16,168
564,2012-07-17,Musim Gugur,2012,7,0,Selasa,1,Cerah,0.818333,0.755683,50.583299999999994,0.114429,921,5865,6786,weekdays,Ideal,Juli,2012-07-17,167
565,2012-07-18,Musim Gugur,2012,7,0,Rabu,1,Cerah,0.793333,0.745583,57.7083,0.137442,799,4914,5713,weekdays,Ideal,Juli,2012-07-18,166
566,2012-07-19,Musim Gugur,2012,7,0,Kamis,1,Cerah,0.77,0.714642,60.0417,0.165429,888,5703,6591,weekdays,Ideal,Juli,2012-07-19,165
567,2012-07-20,Musim Gugur,2012,7,0,Jumat,1,Mendung,0.665833,0.613025,84.4167,0.208967,747,5123,5870,weekdays,Lembab,Juli,2012-07-20,164
568,2012-07-21,Musim Gugur,2012,7,0,Sabtu,0,Hujan Ringan,0.595833,0.549912,86.5417,0.2133,1264,3195,4459,weekend,Lembab,Juli,2012-07-21,163
569,2012-07-22,Musim Gugur,2012,7,0,Minggu,0,Mendung,0.6675,0.623125,76.25,0.0939208,2544,4866,7410,weekend,Lembab,Juli,2012-07-22,162
570,2012-07-23,Musim Gugur,2012,7,0,Senin,1,Cerah,0.741667,0.690017,69.41669999999999,0.138683,1135,5831,6966,weekdays,Lembab,Juli,2012-07-23,161
571,2012-07-24,Musim Gugur,2012,7,0,Selasa,1,Cerah,0.750833,0.70645,65.5,0.211454,1140,6452,7592,weekdays,Lembab,Juli,2012-07-24,160
572,2012-07-25,Musim Gugur,2012,7,0,Rabu,1,Cerah,0.724167,0.654054,45.0,0.1648,1383,6790,8173,weekdays,Ideal,Juli,2012-07-25,159
573,2012-07-26,Musim Gugur,2012,7,0,Kamis,1,Cerah,0.776667,0.739263,59.66669999999999,0.284813,1036,5825,6861,weekdays,Ideal,Juli,2012-07-26,158
574,2012-07-27,Musim Gugur,2012,7,0,Jumat,1,Cerah,0.781667,0.734217,59.458299999999994,0.152992,1259,5645,6904,weekdays,Ideal,Juli,2012-07-27,157
575,2012-07-28,Musim Gugur,2012,7,0,Sabtu,0,Cerah,0.755833,0.697604,61.3333,0.15735,2234,4451,6685,weekend,Ideal,Juli,2012-07-28,156
576,2012-07-29,Musim Gugur,2012,7,0,Minggu,0,Cerah,0.721667,0.667933,62.375,0.170396,2153,4444,6597,weekend,Ideal,Juli,2012-07-29,155
577,2012-07-30,Musim Gugur,2012,7,0,Senin,1,Cerah,0.730833,0.684987,66.875,0.153617,1040,6065,7105,weekdays,Lembab,Juli,2012-07-30,154
578,2012-07-31,Musim Gugur,2012,7,0,Selasa,1,Cerah,0.713333,0.662896,70.41669999999999,0.165425,968,6248,7216,weekdays,Lembab,Juli,2012-07-31,153
579,2012-08-01,Musim Gugur,2012,8,0,Rabu,1,Cerah,0.7175,0.667308,67.75,0.141179,1074,6506,7580,weekdays,Lembab,Agustus,2012-08-01,152
580,2012-08-02,Musim Gugur,2012,8,0,Kamis,1,Cerah,0.7525,0.707088,65.95830000000001,0.129354,983,6278,7261,weekdays,Lembab,Agustus,2012-08-02,151
581,2012-08-03,Musim Gugur,2012,8,0,Jumat,1,Mendung,0.765833,0.722867,64.25,0.215792,1328,5847,7175,weekdays,Ideal,Agustus,2012-08-03,150
582,2012-08-04,Musim Gugur,2012,8,0,Sabtu,0,Cerah,0.793333,0.751267,61.3333,0.257458,2345,4479,6824,weekend,Ideal,Agustus,2012-08-04,149
583,2012-08-05,Musim Gugur,2012,8,0,Minggu,0,Cerah,0.769167,0.731079,65.25,0.290421,1707,3757,5464,weekend,Lembab,Agustus,2012-08-05,148
584,2012-08-06,Musim Gugur,2012,8,0,Senin,1,Mendung,0.7525,0.710246,65.4167,0.129354,1233,5780,7013,weekdays,Lembab,Agustus,2012-08-06,147
585,2012-08-07,Musim Gugur,2012,8,0,Selasa,1,Mendung,0.735833,0.697621,70.375,0.116908,1278,5995,7273,weekdays,Lembab,Agustus,2012-08-07,146
586,2012-08-08,Musim Gugur,2012,8,0,Rabu,1,Mendung,0.75,0.707717,67.29169999999999,0.1107,1263,6271,7534,weekdays,Lembab,Agustus,2012-08-08,145
587,2012-08-09,Musim Gugur,2012,8,0,Kamis,1,Cerah,0.755833,0.699508,62.0417,0.1561,1196,6090,7286,weekdays,Ideal,Agustus,2012-08-09,144
588,2012-08-10,Musim Gugur,2012,8,0,Jumat,1,Mendung,0.715833,0.667942,71.58330000000001,0.238813,1065,4721,5786,weekdays,Lembab,Agustus,2012-08-10,143
589,2012-08-11,Musim Gugur,2012,8,0,Sabtu,0,Mendung,0.6925,0.638267,73.2917,0.206479,2247,4052,6299,weekend,Lembab,Agustus,2012-08-11,142
590,2012-08-12,Musim Gugur,2012,8,0,Minggu,0,Cerah,0.700833,0.644579,53.041700000000006,0.122512,2182,4362,6544,weekend,Ideal,Agustus,2012-08-12,141
591,2012-08-13,Musim Gugur,2012,8,0,Senin,1,Cerah,0.720833,0.662254,54.541700000000006,0.136212,1207,5676,6883,weekdays,Ideal,Agustus,2012-08-13,140
592,2012-08-14,Musim Gugur,2012,8,0,Selasa,1,Cerah,0.726667,0.676779,68.6667,0.169158,1128,5656,6784,weekdays,Lembab,Agustus,2012-08-14,139
593,2012-08-15,Musim Gugur,2012,8,0,Rabu,1,Cerah,0.706667,0.654037,61.9583,0.169771,1198,6149,7347,weekdays,Ideal,Agustus,2012-08-15,138
594,2012-08-16,Musim Gugur,2012,8,0,Kamis,1,Cerah,0.719167,0.654688,51.916700000000006,0.141796,1338,6267,7605,weekdays,Ideal,Agustus,2012-08-16,137
595,2012-08-17,Musim Gugur,2012,8,0,Jumat,1,Cerah,0.723333,0.2424,57.0833,0.231354,1483,5665,7148,weekdays,Ideal,Agustus,2012-08-17,136
596,2012-08-18,Musim Gugur,2012,8,0,Sabtu,0,Cerah,0.678333,0.618071,60.3333,0.177867,2827,5038,7865,weekend,Ideal,Agustus,2012-08-18,135
597,2012-08-19,Musim Gugur,2012,8,0,Minggu,0,Mendung,0.635833,0.603554,71.1667,0.08645,1208,3341,4549,weekend,Lembab,Agustus,2012-08-19,134
598,2012-08-20,Musim Gugur,2012,8,0,Senin,1,Mendung,0.635833,0.595967,73.4167,0.129979,1026,5504,6530,weekdays,Lembab,Agustus,2012-08-20,133
599,2012-08-21,Musim Gugur,2012,8,0,Selasa,1,Cerah,0.649167,0.601025,67.375,0.0727708,1081,5925,7006,weekdays,Lembab,Agustus,2012-08-21,132
600,2012-08-22,Musim Gugur,2012,8,0,Rabu,1,Cerah,0.6675,0.621854,67.7083,0.0702833,1094,6281,7375,weekdays,Lembab,Agustus,2012-08-22,131
601,2012-08-23,Musim Gugur,2012,8,0,Kamis,1,Cerah,0.695833,0.637008,63.5833,0.0845958,1363,6402,7765,weekdays,Ideal,Agustus,2012-08-23,130
602,2012-08-24,Musim Gugur,2012,8,0,Jumat,1,Mendung,0.7025,0.6471,61.5,0.0721458,1325,6257,7582,weekdays,Ideal,Agustus,2012-08-24,129
603,2012-08-25,Musim Gugur,2012,8,0,Sabtu,0,Mendung,0.661667,0.618696,71.2917,0.244408,1829,4224,6053,weekend,Lembab,Agustus,2012-08-25,128
604,2012-08-26,Musim Gugur,2012,8,0,Minggu,0,Mendung,0.653333,0.595996,84.5833,0.228858,1483,3772,5255,weekend,Lembab,Agustus,2012-08-26,127
605,2012-08-27,Musim Gugur,2012,8,0,Senin,1,Cerah,0.703333,0.654688,73.04169999999999,0.128733,989,5928,6917,weekdays,Lembab,Agustus,2012-08-27,126
606,2012-08-28,Musim Gugur,2012,8,0,Selasa,1,Cerah,0.728333,0.66605,62.0,0.190925,935,6105,7040,weekdays,Ideal,Agustus,2012-08-28,125
607,2012-08-29,Musim Gugur,2012,8,0,Rabu,1,Cerah,0.685,0.635733,55.2083,0.112562,1177,6520,7697,weekdays,Ideal,Agustus,2012-08-29,124
608,2012-08-30,Musim Gugur,2012,8,0,Kamis,1,Cerah,0.706667,0.652779,59.0417,0.0771167,1172,6541,7713,weekdays,Ideal,Agustus,2012-08-30,123
609,2012-08-31,Musim Gugur,2012,8,0,Jumat,1,Cerah,0.764167,0.6894,58.75,0.168533,1433,5917,7350,weekdays,Ideal,Agustus,2012-08-31,122
610,2012-09-01,Musim Gugur,2012,9,0,Sabtu,0,Mendung,0.753333,0.702654,63.8333,0.113187,2352,3788,6140,weekend,Ideal,September,2012-09-01,121
611,2012-09-02,Musim Gugur,2012,9,0,Minggu,0,Mendung,0.696667,0.649,81.5,0.0640708,2613,3197,5810,weekend,Lembab,September,2012-09-02,120
612,2012-09-03,Musim Gugur,2012,9,1,Senin,0,Cerah,0.7075,0.661629,79.0833,0.151121,1965,4069,6034,weekdays,Lembab,September,2012-09-03,119
613,2012-09-04,Musim Gugur,2012,9,0,Selasa,1,Cerah,0.725833,0.686888,75.5,0.236321,867,5997,6864,weekdays,Lembab,September,2012-09-04,118
614,2012-09-05,Musim Gugur,2012,9,0,Rabu,1,Cerah,0.736667,0.708983,74.125,0.187808,832,6280,7112,weekdays,Lembab,September,2012-09-05,117
615,2012-09-06,Musim Gugur,2012,9,0,Kamis,1,Mendung,0.696667,0.655329,81.0417,0.142421,611,5592,6203,weekdays,Lembab,September,2012-09-06,116
616,2012-09-07,Musim Gugur,2012,9,0,Jumat,1,Cerah,0.703333,0.657204,73.625,0.171646,1045,6459,7504,weekdays,Lembab,September,2012-09-07,115
617,2012-09-08,Musim Gugur,2012,9,0,Sabtu,0,Mendung,0.659167,0.611121,79.91669999999999,0.281104,1557,4419,5976,weekend,Lembab,September,2012-09-08,114
618,2012-09-09,Musim Gugur,2012,9,0,Minggu,0,Cerah,0.61,0.578925,54.75,0.224496,2570,5657,8227,weekend,Ideal,September,2012-09-09,113
619,2012-09-10,Musim Gugur,2012,9,0,Senin,1,Cerah,0.583333,0.565654,50.375,0.258713,1118,6407,7525,weekdays,Ideal,September,2012-09-10,112
620,2012-09-11,Musim Gugur,2012,9,0,Selasa,1,Cerah,0.5775,0.554292,52.0,0.0920542,1070,6697,7767,weekdays,Ideal,September,2012-09-11,111
621,2012-09-12,Musim Gugur,2012,9,0,Rabu,1,Cerah,0.599167,0.570075,57.7083,0.131846,1050,6820,7870,weekdays,Ideal,September,2012-09-12,110
622,2012-09-13,Musim Gugur,2012,9,0,Kamis,1,Cerah,0.6125,0.579558,63.708299999999994,0.0827208,1054,6750,7804,weekdays,Ideal,September,2012-09-13,109
623,2012-09-14,Musim Gugur,2012,9,0,Jumat,1,Cerah,0.633333,0.594083,67.25,0.103863,1379,6630,8009,weekdays,Lembab,September,2012-09-14,108
624,2012-09-15,Musim Gugur,2012,9,0,Sabtu,0,Cerah,0.608333,0.585867,50.1667,0.247521,3160,5554,8714,weekend,Ideal,September,2012-09-15,107
625,2012-09-16,Musim Gugur,2012,9,0,Minggu,0,Cerah,0.58,0.563125,56.99999999999999,0.0901833,2166,5167,7333,weekend,Ideal,September,2012-09-16,106
626,2012-09-17,Musim Gugur,2012,9,0,Senin,1,Mendung,0.580833,0.55305,73.4583,0.151742,1022,5847,6869,weekdays,Lembab,September,2012-09-17,105
627,2012-09-18,Musim Gugur,2012,9,0,Selasa,1,Mendung,0.623333,0.565067,87.25,0.357587,371,3702,4073,weekdays,Lembab,September,2012-09-18,104
628,2012-09-19,Musim Gugur,2012,9,0,Rabu,1,Cerah,0.5525,0.540404,53.6667,0.215175,788,6803,7591,weekdays,Ideal,September,2012-09-19,103
629,2012-09-20,Musim Gugur,2012,9,0,Kamis,1,Cerah,0.546667,0.532192,61.8333,0.118167,939,6781,7720,weekdays,Ideal,September,2012-09-20,102
630,2012-09-21,Musim Gugur,2012,9,0,Jumat,1,Cerah,0.599167,0.571971,66.875,0.154229,1250,6917,8167,weekdays,Lembab,September,2012-09-21,101
631,2012-09-22,Musim Gugur,2012,9,0,Sabtu,0,Cerah,0.65,0.610488,64.6667,0.283583,2512,5883,8395,weekend,Ideal,September,2012-09-22,100
632,2012-09-23,Musim Dingin,2012,9,0,Minggu,0,Cerah,0.529167,0.518933,46.7083,0.223258,2454,5453,7907,weekend,Ideal,September,2012-09-23,99
633,2012-09-24,Musim Dingin,2012,9,0,Senin,1,Cerah,0.514167,0.502513,49.2917,0.142404,1001,6435,7436,weekdays,Ideal,September,2012-09-24,98
634,2012-09-25,Musim Dingin,2012,9,0,Selasa,1,Cerah,0.55,0.544179,56.99999999999999,0.236321,845,6693,7538,weekdays,Ideal,September,2012-09-25,97
635,2012-09-26,Musim Dingin,2012,9,0,Rabu,1,Cerah,0.635,0.596613,63.083299999999994,0.2444,787,6946,7733,weekdays,Ideal,September,2012-09-26,96
636,2012-09-27,Musim Dingin,2012,9,0,Kamis,1,Mendung,0.65,0.607975,69.08330000000001,0.134342,751,6642,7393,weekdays,Lembab,September,2012-09-27,95
637,2012-09-28,Musim Dingin,2012,9,0,Jumat,1,Mendung,0.619167,0.585863,69.0,0.164179,1045,6370,7415,weekdays,Lembab,September,2012-09-28,94
638,2012-09-29,Musim Dingin,2012,9,0,Sabtu,0,Cerah,0.5425,0.530296,54.2917,0.227604,2589,5966,8555,weekend,Ideal,September,2012-09-29,93
639,2012-09-30,Musim Dingin,2012,9,0,Minggu,0,Cerah,0.526667,0.517663,58.3333,0.134958,2015,4874,6889,weekend,Ideal,September,2012-09-30,92
640,2012-10-01,Musim Dingin,2012,10,0,Senin,1,Mendung,0.520833,0.512,64.9167,0.0908042,763,6015,6778,weekdays,Ideal,Oktober,2012-10-01,91
